country,city,occupation,field,years_of_experience,salary,employment_type,education_level,gender,company_size,year,month
Netherlands,Amsterdam,Cloud Engineer,Technology,21,288540.0,freelance,PhD,Other,Medium,2023,3
South Africa,Cape Town,HR Analyst,Human Resources,1,12645.0,internship,Bachelor,Female,Small,2022,10
Mexico,Mexico City,Product Manager,Technology,16,147951.0,full_time,Bachelor,Female,Small,2025,9
Germany,Berlin,Financial Analyst,Finance,7,145348.0,internship,High School,Female,Medium,2023,1
United States,New York,Data Analyst,Technology,7,225936.0,work_from_home,Bachelor,Other,Large,2022,9
Japan,Tokyo,UX Designer,Design,22,243075.0,full_time,PhD,Female,Medium,2022,1
Mexico,Mexico City,AI Engineer,Technology,18,279057.0,part_time,Master,Female,Enterprise,2023,5
Ireland,Dublin,Cloud Engineer,Technology,3,230497.0,part_time,Bachelor,Female,Large,2022,9
Mexico,Mexico City,UX Designer,Design,6,128309.0,full_time,PhD,Female,Small,2025,12
New Zealand,Auckland,Marketing Specialist,Marketing,1,104637.0,full_time,PhD,Female,Medium,2025,9
Mexico,Mexico City,HR Analyst,Human Resources,3,86337.0,part_time,PhD,Male,Large,2024,9
Brazil,Sao Paulo,Software Engineer,Technology,13,198965.0,work_from_home,PhD,Other,Large,2023,8
Australia,Sydney,Marketing Specialist,Marketing,2,129293.0,full_time,PhD,Other,Small,2024,4
Sweden,Stockholm,Software Engineer,Technology,8,269873.0,work_from_home,Master,Other,Enterprise,2025,8
New Zealand,Auckland,Financial Analyst,Finance,3,186812.0,full_time,Master,Female,Enterprise,2024,2
Italy,Milan,UX Designer,Design,25,171366.0,freelance,High School,Male,Enterprise,2022,4
New Zealand,Auckland,Data Scientist,Technology,8,239635.0,freelance,Master,Male,Large,2023,2
New Zealand,Auckland,Marketing Specialist,Marketing,5,89691.0,part_time,Master,Other,Small,2025,5
India,Bangalore,Marketing Specialist,Marketing,13,69171.0,internship,High School,Female,Enterprise,2024,4
United States,San Francisco,AI Engineer,Technology,19,300818.0,internship,Master,Male,Small,2025,7
Switzerland,Zurich,Product Manager,Technology,2,370000.0,internship,Master,Female,Large,2025,10
Mexico,Mexico City,Cloud Engineer,Technology,12,155448.0,work_from_home,Master,Other,Medium,2024,10
Japan,Tokyo,Business Analyst,Business,19,194528.0,work_from_home,Bachelor,Female,Medium,2024,8
United Kingdom,London,Financial Analyst,Finance,2,179444.0,full_time,Master,Female,Enterprise,2024,9
United Kingdom,London,AI Engineer,Technology,4,216655.0,part_time,Master,Male,Medium,2022,3
Mexico,Mexico City,UX Designer,Design,25,157331.0,work_from_home,PhD,Other,Small,2023,4
South Africa,Cape Town,Data Analyst,Technology,0,50302.0,freelance,Bachelor,Female,Medium,2023,4
United Arab Emirates,Dubai,Cloud Engineer,Technology,11,362470.0,full_time,PhD,Other,Enterprise,2023,2
New Zealand,Auckland,AI Engineer,Technology,15,185028.0,full_time,High School,Other,Large,2022,6
Canada,Toronto,Marketing Specialist,Marketing,6,168225.0,part_time,PhD,Male,Small,2024,3
Canada,Toronto,Data Scientist,Technology,10,288802.0,internship,Master,Male,Medium,2024,5
Japan,Tokyo,Data Scientist,Technology,2,150577.0,full_time,High School,Female,Medium,2025,5
Australia,Sydney,Financial Analyst,Finance,16,294091.0,part_time,Bachelor,Female,Enterprise,2023,6
Netherlands,Amsterdam,UX Designer,Design,13,279137.0,internship,Master,Other,Large,2024,6
Australia,Sydney,Operations Manager,Operations,17,243778.0,part_time,Bachelor,Other,Enterprise,2024,9
South Korea,Seoul,Financial Analyst,Finance,16,176478.0,freelance,Bachelor,Female,Medium,2023,10
Germany,Berlin,Financial Analyst,Finance,2,215808.0,part_time,Master,Other,Enterprise,2024,10
Mexico,Mexico City,Software Engineer,Technology,0,32164.0,internship,PhD,Female,Large,2025,12
New Zealand,Auckland,HR Analyst,Human Resources,15,151035.0,freelance,Bachelor,Female,Enterprise,2022,8
Italy,Milan,UX Designer,Design,1,20374.0,internship,Master,Male,Small,2025,9
Italy,Milan,Cloud Engineer,Technology,13,352839.0,freelance,Bachelor,Female,Enterprise,2023,6
South Africa,Cape Town,Business Analyst,Business,10,116881.0,freelance,PhD,Male,Enterprise,2023,7
Brazil,Sao Paulo,HR Analyst,Human Resources,11,91162.0,work_from_home,High School,Other,Enterprise,2022,2
South Korea,Seoul,Product Manager,Technology,1,32612.0,internship,High School,Female,Small,2025,11
United Kingdom,London,Software Engineer,Technology,9,200891.0,internship,Bachelor,Male,Medium,2025,9
Japan,Tokyo,Marketing Specialist,Marketing,25,214393.0,full_time,Master,Female,Medium,2025,7
United States,San Francisco,AI Engineer,Technology,19,268716.0,part_time,High School,Female,Medium,2022,4
Mexico,Mexico City,UX Designer,Design,21,87438.0,work_from_home,High School,Female,Medium,2024,6
Australia,Sydney,Product Manager,Technology,15,328910.0,freelance,Bachelor,Other,Large,2022,12
India,Bangalore,HR Analyst,Human Resources,10,106600.0,work_from_home,PhD,Other,Enterprise,2025,5
South Korea,Seoul,Data Scientist,Technology,1,201135.0,work_from_home,PhD,Female,Medium,2024,2
Spain,Madrid,Marketing Specialist,Marketing,11,140509.0,part_time,High School,Other,Enterprise,2023,2
India,Bangalore,Business Analyst,Business,2,74131.0,freelance,PhD,Female,Large,2024,6
Mexico,Mexico City,Business Analyst,Business,3,141229.0,internship,PhD,Other,Large,2025,7
United States,San Francisco,Business Analyst,Business,5,150228.0,part_time,Bachelor,Male,Small,2024,10
India,Bangalore,Cloud Engineer,Technology,2,80048.0,work_from_home,Master,Female,Enterprise,2024,11
New Zealand,Auckland,AI Engineer,Technology,15,209365.0,freelance,High School,Other,Large,2024,1
Germany,Berlin,Data Scientist,Technology,1,284898.0,part_time,PhD,Male,Enterprise,2024,12
Japan,Tokyo,HR Analyst,Human Resources,12,129160.0,work_from_home,Bachelor,Male,Large,2022,5
United States,New York,Data Analyst,Technology,13,300159.0,part_time,PhD,Female,Large,2023,12
Singapore,Singapore,Data Scientist,Technology,4,261222.0,full_time,PhD,Female,Small,2023,9
United Arab Emirates,Dubai,Data Scientist,Technology,14,240931.0,full_time,High School,Female,Medium,2023,9
Switzerland,Zurich,UX Designer,Design,14,261503.0,freelance,Bachelor,Male,Enterprise,2025,10
France,Paris,Data Scientist,Technology,18,300567.0,freelance,Master,Male,Medium,2025,12
Switzerland,Zurich,Operations Manager,Operations,3,248257.0,internship,Bachelor,Male,Medium,2025,10
Japan,Tokyo,Cloud Engineer,Technology,24,320555.0,internship,PhD,Male,Medium,2023,4
United States,New York,UX Designer,Design,6,270762.0,part_time,Master,Male,Large,2024,12
Singapore,Singapore,UX Designer,Design,3,158597.0,internship,Master,Other,Medium,2022,5
Italy,Milan,Data Scientist,Technology,9,167483.0,full_time,High School,Female,Enterprise,2024,7
New Zealand,Auckland,Data Analyst,Technology,23,131729.0,internship,Master,Other,Small,2022,3
Sweden,Stockholm,Business Analyst,Business,8,148124.0,full_time,Bachelor,Other,Small,2023,3
United States,San Francisco,Operations Manager,Operations,4,297119.0,work_from_home,PhD,Other,Large,2024,10
Italy,Milan,AI Engineer,Technology,18,276825.0,internship,High School,Male,Large,2025,4
Ireland,Dublin,HR Analyst,Human Resources,16,166480.0,full_time,Bachelor,Other,Enterprise,2023,2
Singapore,Singapore,HR Analyst,Human Resources,1,137294.0,part_time,PhD,Other,Large,2024,6
South Korea,Seoul,Marketing Specialist,Marketing,12,107997.0,full_time,High School,Male,Medium,2022,1
Singapore,Singapore,AI Engineer,Technology,16,367827.0,full_time,Bachelor,Other,Large,2024,7
Mexico,Mexico City,Software Engineer,Technology,12,153707.0,part_time,PhD,Female,Medium,2023,6
Switzerland,Zurich,Data Analyst,Technology,13,282644.0,part_time,PhD,Male,Small,2022,10
Mexico,Mexico City,Business Analyst,Business,19,117088.0,internship,High School,Male,Medium,2025,4
New Zealand,Auckland,Financial Analyst,Finance,20,156631.0,part_time,Bachelor,Male,Large,2022,8
Netherlands,Amsterdam,Software Engineer,Technology,20,370000.0,freelance,PhD,Female,Large,2024,8
Japan,Tokyo,Software Engineer,Technology,23,367406.0,internship,PhD,Female,Large,2024,12
Spain,Madrid,UX Designer,Design,1,160664.0,full_time,PhD,Other,Enterprise,2023,10
New Zealand,Auckland,Financial Analyst,Finance,0,102659.0,work_from_home,Master,Other,Medium,2024,5
United States,San Francisco,UX Designer,Design,17,360619.0,full_time,PhD,Female,Enterprise,2023,10
Canada,Toronto,Product Manager,Technology,17,316851.0,internship,Bachelor,Male,Medium,2025,1
Canada,Toronto,Data Scientist,Technology,4,207940.0,part_time,PhD,Other,Small,2023,10
Australia,Sydney,Software Engineer,Technology,23,348079.0,work_from_home,PhD,Other,Medium,2024,1
United States,New York,Business Analyst,Business,11,290691.0,part_time,PhD,Male,Medium,2024,8
Canada,Toronto,Cloud Engineer,Technology,8,193051.0,freelance,Bachelor,Female,Small,2023,1
Italy,Milan,Data Scientist,Technology,3,155314.0,full_time,Bachelor,Female,Medium,2022,5
Singapore,Singapore,Product Manager,Technology,9,264367.0,part_time,High School,Female,Large,2024,5
Ireland,Dublin,UX Designer,Design,7,183870.0,work_from_home,PhD,Female,Medium,2022,7
South Korea,Seoul,Cloud Engineer,Technology,10,202235.0,part_time,High School,Female,Enterprise,2022,12
Switzerland,Zurich,AI Engineer,Technology,9,308079.0,freelance,High School,Male,Large,2023,7
Italy,Milan,UX Designer,Design,12,204790.0,internship,Master,Other,Enterprise,2024,9
Canada,Toronto,Software Engineer,Technology,17,227832.0,freelance,High School,Female,Medium,2023,9
United States,San Francisco,Business Analyst,Business,2,180471.0,part_time,Master,Female,Small,2023,5
United Arab Emirates,Dubai,Software Engineer,Technology,18,225784.0,internship,High School,Male,Large,2023,1
Netherlands,Amsterdam,Cloud Engineer,Technology,20,370000.0,part_time,PhD,Other,Large,2025,8
New Zealand,Auckland,AI Engineer,Technology,0,22583.0,internship,Bachelor,Female,Medium,2024,8
South Korea,Seoul,AI Engineer,Technology,7,231290.0,work_from_home,Bachelor,Female,Large,2025,5
Switzerland,Zurich,AI Engineer,Technology,4,370000.0,part_time,Bachelor,Other,Large,2024,4
France,Paris,Data Scientist,Technology,23,370000.0,work_from_home,PhD,Female,Large,2025,7
Singapore,Singapore,Cloud Engineer,Technology,10,358949.0,internship,Master,Male,Enterprise,2023,2
Spain,Madrid,Marketing Specialist,Marketing,14,199468.0,full_time,PhD,Female,Medium,2025,2
United Kingdom,London,HR Analyst,Human Resources,16,123890.0,internship,Bachelor,Female,Medium,2022,7
Singapore,Singapore,AI Engineer,Technology,22,357638.0,internship,Bachelor,Male,Medium,2023,12
Spain,Madrid,Business Analyst,Business,1,25845.0,internship,Bachelor,Male,Enterprise,2024,5
United Arab Emirates,Dubai,Data Analyst,Technology,13,271091.0,work_from_home,PhD,Male,Small,2024,9
India,Bangalore,Software Engineer,Technology,0,16126.0,internship,Master,Other,Enterprise,2022,10
Switzerland,Zurich,AI Engineer,Technology,5,286442.0,part_time,High School,Male,Small,2024,11
Spain,Madrid,Data Scientist,Technology,10,243577.0,work_from_home,Bachelor,Male,Enterprise,2025,10
Australia,Sydney,Cloud Engineer,Technology,19,261024.0,internship,High School,Female,Large,2025,8
Singapore,Singapore,AI Engineer,Technology,4,370000.0,full_time,PhD,Male,Large,2024,11
United States,New York,Data Analyst,Technology,2,241585.0,work_from_home,Master,Female,Enterprise,2022,9
Netherlands,Amsterdam,Product Manager,Technology,11,370000.0,part_time,PhD,Female,Large,2025,1
Canada,Toronto,Business Analyst,Business,24,294891.0,work_from_home,Master,Male,Enterprise,2022,6
Germany,Berlin,Software Engineer,Technology,21,297201.0,full_time,PhD,Male,Small,2024,6
Germany,Berlin,Data Analyst,Technology,15,149708.0,work_from_home,Bachelor,Male,Medium,2024,6
Japan,Tokyo,Cloud Engineer,Technology,6,178692.0,work_from_home,Bachelor,Other,Large,2024,3
New Zealand,Auckland,Cloud Engineer,Technology,17,296096.0,part_time,Master,Other,Large,2025,7
Sweden,Stockholm,Data Scientist,Technology,9,297236.0,freelance,PhD,Other,Medium,2023,3
South Korea,Seoul,Operations Manager,Operations,8,149570.0,full_time,High School,Male,Medium,2023,1
Spain,Madrid,Financial Analyst,Finance,16,165628.0,freelance,Bachelor,Female,Enterprise,2024,10
Spain,Madrid,Data Analyst,Technology,21,160863.0,freelance,Master,Other,Medium,2023,6
Switzerland,Zurich,Business Analyst,Business,2,181108.0,full_time,Master,Female,Large,2023,7
Spain,Madrid,Financial Analyst,Finance,13,208999.0,internship,Master,Other,Medium,2022,10
Germany,Berlin,Operations Manager,Operations,24,366262.0,part_time,Master,Other,Large,2025,2
United Kingdom,London,Financial Analyst,Finance,19,254338.0,work_from_home,Bachelor,Female,Enterprise,2022,2
Germany,Berlin,Product Manager,Technology,8,215123.0,freelance,High School,Male,Medium,2025,7
United Kingdom,London,Financial Analyst,Finance,0,108879.0,freelance,High School,Male,Large,2024,5
Sweden,Stockholm,Marketing Specialist,Marketing,9,166660.0,freelance,Bachelor,Other,Enterprise,2022,7
Spain,Madrid,Data Scientist,Technology,16,228884.0,internship,Bachelor,Male,Small,2024,6
Italy,Milan,Data Scientist,Technology,13,254040.0,full_time,Master,Other,Medium,2024,3
United States,San Francisco,Software Engineer,Technology,13,255975.0,internship,High School,Male,Small,2025,5
United States,New York,Software Engineer,Technology,7,370000.0,part_time,Master,Female,Large,2025,6
New Zealand,Auckland,Operations Manager,Operations,10,221028.0,internship,PhD,Female,Medium,2024,5
Spain,Madrid,Software Engineer,Technology,23,283280.0,freelance,Bachelor,Male,Large,2024,4
United States,New York,HR Analyst,Human Resources,6,158692.0,internship,Master,Other,Small,2022,9
Australia,Sydney,UX Designer,Design,0,88834.0,freelance,High School,Male,Large,2022,4
Brazil,Sao Paulo,Business Analyst,Business,0,51594.0,full_time,High School,Female,Small,2024,5
Netherlands,Amsterdam,Data Scientist,Technology,10,370000.0,full_time,PhD,Other,Large,2025,11
Australia,Sydney,Software Engineer,Technology,9,283437.0,full_time,PhD,Other,Small,2025,7
Japan,Tokyo,Marketing Specialist,Marketing,9,123691.0,internship,Bachelor,Male,Small,2024,11
Netherlands,Amsterdam,Operations Manager,Operations,10,363788.0,work_from_home,PhD,Other,Large,2023,6
Canada,Toronto,AI Engineer,Technology,20,278643.0,internship,High School,Male,Large,2023,10
Germany,Berlin,Business Analyst,Business,24,209551.0,freelance,Master,Male,Small,2025,7
Switzerland,Zurich,AI Engineer,Technology,23,370000.0,full_time,PhD,Female,Enterprise,2024,6
South Africa,Cape Town,UX Designer,Design,10,166213.0,work_from_home,Master,Female,Enterprise,2025,4
India,Bangalore,Operations Manager,Operations,5,61330.0,internship,High School,Other,Medium,2022,8
India,Bangalore,Marketing Specialist,Marketing,9,51846.0,full_time,High School,Female,Small,2025,4
Spain,Madrid,HR Analyst,Human Resources,8,143044.0,part_time,Master,Female,Enterprise,2023,8
France,Paris,HR Analyst,Human Resources,3,101973.0,full_time,Bachelor,Female,Small,2024,3
United Arab Emirates,Dubai,Product Manager,Technology,13,245995.0,full_time,High School,Male,Enterprise,2022,3
Netherlands,Amsterdam,AI Engineer,Technology,9,169285.0,work_from_home,High School,Female,Small,2022,8
Spain,Madrid,Business Analyst,Business,9,141288.0,freelance,High School,Male,Medium,2023,12
United States,New York,UX Designer,Design,5,150028.0,work_from_home,High School,Female,Small,2023,4
Netherlands,Amsterdam,Marketing Specialist,Marketing,14,210151.0,part_time,PhD,Female,Medium,2025,1
United States,San Francisco,Product Manager,Technology,11,351996.0,freelance,Bachelor,Male,Large,2022,5
Brazil,Sao Paulo,Cloud Engineer,Technology,1,101846.0,full_time,Master,Other,Medium,2024,1
Canada,Toronto,Product Manager,Technology,5,243492.0,work_from_home,Master,Male,Large,2024,2
Spain,Madrid,Cloud Engineer,Technology,22,347611.0,part_time,Master,Female,Large,2022,2
Sweden,Stockholm,AI Engineer,Technology,20,273815.0,full_time,Master,Female,Small,2023,6
New Zealand,Auckland,Operations Manager,Operations,19,151387.0,full_time,High School,Female,Small,2023,2
South Africa,Cape Town,Data Scientist,Technology,9,172368.0,internship,PhD,Male,Large,2023,5
Italy,Milan,UX Designer,Design,2,163101.0,work_from_home,PhD,Other,Enterprise,2023,9
Italy,Milan,HR Analyst,Human Resources,15,123836.0,freelance,Bachelor,Male,Small,2024,12
South Korea,Seoul,Financial Analyst,Finance,16,230565.0,freelance,PhD,Female,Medium,2023,7
Japan,Tokyo,HR Analyst,Human Resources,15,143561.0,full_time,Bachelor,Other,Small,2024,2
United Kingdom,London,Product Manager,Technology,13,211447.0,freelance,High School,Male,Medium,2025,3
United States,New York,Cloud Engineer,Technology,22,366818.0,full_time,Bachelor,Male,Large,2024,2
Germany,Berlin,Data Analyst,Technology,1,100289.0,full_time,High School,Female,Large,2023,5
Singapore,Singapore,Business Analyst,Business,13,213868.0,work_from_home,Bachelor,Female,Enterprise,2024,3
United Kingdom,London,Data Scientist,Technology,19,370000.0,freelance,Master,Other,Medium,2024,6
Mexico,Mexico City,Data Scientist,Technology,21,122257.0,freelance,High School,Male,Small,2024,3
Brazil,Sao Paulo,Product Manager,Technology,20,158660.0,full_time,Bachelor,Male,Medium,2025,2
United States,New York,Business Analyst,Business,1,188136.0,freelance,High School,Female,Enterprise,2022,3
Brazil,Sao Paulo,AI Engineer,Technology,3,116650.0,work_from_home,Master,Male,Small,2023,12
Ireland,Dublin,Marketing Specialist,Marketing,7,151160.0,work_from_home,Master,Male,Small,2022,7
Brazil,Sao Paulo,Cloud Engineer,Technology,13,155331.0,work_from_home,Bachelor,Female,Small,2023,1
Ireland,Dublin,Business Analyst,Business,7,140140.0,internship,High School,Female,Small,2025,6
Japan,Tokyo,HR Analyst,Human Resources,2,100539.0,work_from_home,Master,Other,Medium,2022,10
Ireland,Dublin,Financial Analyst,Finance,18,299388.0,full_time,Master,Other,Large,2023,1
New Zealand,Auckland,Software Engineer,Technology,4,169463.0,work_from_home,High School,Male,Enterprise,2025,10
United States,San Francisco,UX Designer,Design,1,180738.0,part_time,High School,Female,Large,2025,8
New Zealand,Auckland,UX Designer,Design,22,180680.0,internship,High School,Male,Large,2023,9
Japan,Tokyo,Data Scientist,Technology,12,252384.0,full_time,High School,Other,Enterprise,2023,6
Sweden,Stockholm,Business Analyst,Business,22,248206.0,internship,Master,Other,Medium,2025,1
South Korea,Seoul,Financial Analyst,Finance,23,352392.0,part_time,High School,Male,Medium,2022,1
India,Bangalore,Financial Analyst,Finance,6,54991.0,freelance,High School,Female,Medium,2023,3
Canada,Toronto,UX Designer,Design,24,242913.0,work_from_home,High School,Male,Enterprise,2023,6
United States,New York,UX Designer,Design,6,314778.0,full_time,PhD,Other,Medium,2024,4
United States,New York,Operations Manager,Operations,16,275685.0,freelance,Master,Male,Small,2025,8
Switzerland,Zurich,HR Analyst,Human Resources,7,217796.0,internship,Bachelor,Male,Enterprise,2025,6
Italy,Milan,Operations Manager,Operations,12,268919.0,part_time,PhD,Female,Large,2024,5
Spain,Madrid,Financial Analyst,Finance,25,155899.0,internship,High School,Male,Small,2024,6
United States,San Francisco,Marketing Specialist,Marketing,0,23722.0,internship,Master,Other,Medium,2022,5
Singapore,Singapore,Data Analyst,Technology,5,312356.0,part_time,Master,Male,Enterprise,2025,12
France,Paris,Product Manager,Technology,10,193375.0,internship,High School,Female,Small,2024,7
Singapore,Singapore,Business Analyst,Business,12,231129.0,work_from_home,Master,Female,Small,2024,1
Switzerland,Zurich,Cloud Engineer,Technology,23,359946.0,part_time,Master,Male,Large,2023,5
Australia,Sydney,Cloud Engineer,Technology,10,366807.0,full_time,Master,Female,Enterprise,2024,9
New Zealand,Auckland,Financial Analyst,Finance,4,141999.0,freelance,PhD,Male,Large,2023,2
New Zealand,Auckland,Marketing Specialist,Marketing,20,158647.0,internship,Master,Female,Enterprise,2022,4
South Africa,Cape Town,Product Manager,Technology,11,110989.0,internship,Bachelor,Male,Large,2022,6
South Korea,Seoul,Data Analyst,Technology,19,193544.0,full_time,Bachelor,Female,Large,2024,9
Japan,Tokyo,Marketing Specialist,Marketing,11,159131.0,full_time,PhD,Male,Small,2022,12
United States,New York,Data Analyst,Technology,4,164055.0,full_time,High School,Female,Enterprise,2024,8
Germany,Berlin,Marketing Specialist,Marketing,17,199270.0,full_time,Master,Female,Small,2023,4
Mexico,Mexico City,UX Designer,Design,9,85739.0,work_from_home,Bachelor,Female,Small,2022,2
United Kingdom,London,Data Scientist,Technology,14,265378.0,work_from_home,Master,Male,Small,2023,1
Canada,Toronto,Financial Analyst,Finance,16,205352.0,part_time,Bachelor,Female,Small,2023,10
Brazil,Sao Paulo,Financial Analyst,Finance,8,165792.0,work_from_home,PhD,Male,Medium,2023,11
Spain,Madrid,Data Scientist,Technology,22,248624.0,freelance,PhD,Female,Small,2022,8
Brazil,Sao Paulo,Business Analyst,Business,16,206824.0,full_time,PhD,Other,Enterprise,2024,11
South Korea,Seoul,Data Analyst,Technology,20,135759.0,work_from_home,High School,Female,Small,2025,1
Canada,Toronto,Product Manager,Technology,18,323647.0,part_time,PhD,Other,Medium,2022,5
South Korea,Seoul,HR Analyst,Human Resources,0,81541.0,part_time,Master,Male,Enterprise,2024,12
Brazil,Sao Paulo,Business Analyst,Business,17,163516.0,full_time,Bachelor,Other,Enterprise,2022,6
Canada,Toronto,Data Analyst,Technology,16,144200.0,full_time,High School,Other,Small,2025,12
Germany,Berlin,Data Scientist,Technology,22,350053.0,work_from_home,PhD,Male,Large,2022,8
India,Bangalore,Product Manager,Technology,10,105501.0,freelance,High School,Other,Enterprise,2024,11
United States,New York,HR Analyst,Human Resources,13,321049.0,work_from_home,PhD,Female,Enterprise,2024,10
United Kingdom,London,AI Engineer,Technology,24,331653.0,part_time,Master,Other,Small,2024,9
Japan,Tokyo,Software Engineer,Technology,15,214910.0,internship,Bachelor,Other,Small,2023,9
Sweden,Stockholm,UX Designer,Design,18,183770.0,freelance,Bachelor,Female,Large,2025,5
United States,San Francisco,Cloud Engineer,Technology,21,363771.0,internship,PhD,Male,Medium,2023,7
Sweden,Stockholm,Operations Manager,Operations,18,208441.0,freelance,High School,Female,Medium,2025,6
France,Paris,AI Engineer,Technology,15,226888.0,work_from_home,Master,Other,Small,2025,3
France,Paris,HR Analyst,Human Resources,11,139706.0,internship,Master,Other,Small,2025,5
Germany,Berlin,Cloud Engineer,Technology,13,257540.0,full_time,High School,Other,Small,2023,2
France,Paris,Product Manager,Technology,7,232750.0,part_time,PhD,Other,Medium,2023,12
Switzerland,Zurich,Marketing Specialist,Marketing,16,316117.0,work_from_home,PhD,Male,Enterprise,2023,6
Mexico,Mexico City,Operations Manager,Operations,19,125901.0,freelance,High School,Male,Large,2022,7
South Africa,Cape Town,Software Engineer,Technology,7,138308.0,work_from_home,Bachelor,Other,Large,2023,1
Sweden,Stockholm,Product Manager,Technology,7,196104.0,freelance,High School,Female,Medium,2023,1
Mexico,Mexico City,Operations Manager,Operations,15,90559.0,internship,High School,Female,Small,2022,3
Australia,Sydney,Data Scientist,Technology,25,342633.0,freelance,Master,Female,Large,2024,9
Brazil,Sao Paulo,Data Scientist,Technology,14,180157.0,work_from_home,High School,Male,Large,2022,9
Sweden,Stockholm,Software Engineer,Technology,15,201649.0,work_from_home,Bachelor,Other,Medium,2024,12
Canada,Toronto,Cloud Engineer,Technology,16,333936.0,internship,Bachelor,Male,Large,2023,10
Germany,Berlin,Financial Analyst,Finance,21,212877.0,freelance,Bachelor,Male,Small,2023,12
Singapore,Singapore,Cloud Engineer,Technology,16,301884.0,full_time,Bachelor,Male,Small,2023,7
United States,San Francisco,Data Scientist,Technology,7,370000.0,part_time,Master,Other,Large,2024,11
Japan,Tokyo,Operations Manager,Operations,18,175415.0,freelance,High School,Male,Medium,2025,1
Mexico,Mexico City,UX Designer,Design,4,146426.0,work_from_home,PhD,Female,Large,2023,1
Italy,Milan,UX Designer,Design,15,206448.0,work_from_home,Master,Male,Small,2025,12
Singapore,Singapore,Cloud Engineer,Technology,6,238421.0,freelance,PhD,Other,Small,2022,11
New Zealand,Auckland,Business Analyst,Business,10,116371.0,part_time,Bachelor,Male,Small,2024,3
Sweden,Stockholm,Financial Analyst,Finance,13,227834.0,part_time,Bachelor,Female,Enterprise,2022,10
South Africa,Cape Town,Financial Analyst,Finance,14,138869.0,full_time,PhD,Male,Enterprise,2024,7
South Korea,Seoul,Data Analyst,Technology,17,223837.0,full_time,Master,Male,Small,2025,4
Sweden,Stockholm,HR Analyst,Human Resources,15,156204.0,internship,Bachelor,Male,Medium,2024,2
Canada,Toronto,Product Manager,Technology,11,276598.0,work_from_home,Bachelor,Other,Small,2025,2
United States,New York,UX Designer,Design,11,214172.0,internship,High School,Male,Large,2022,8
Germany,Berlin,Financial Analyst,Finance,12,336454.0,internship,Master,Other,Enterprise,2025,2
Italy,Milan,UX Designer,Design,9,229942.0,work_from_home,PhD,Other,Medium,2025,7
Ireland,Dublin,Data Analyst,Technology,24,190487.0,part_time,PhD,Female,Medium,2025,6
United States,New York,Data Scientist,Technology,20,228124.0,part_time,High School,Female,Small,2022,11
United Kingdom,London,Marketing Specialist,Marketing,9,154575.0,full_time,Bachelor,Female,Large,2025,2
Italy,Milan,HR Analyst,Human Resources,16,147140.0,full_time,High School,Other,Enterprise,2023,9
Switzerland,Zurich,HR Analyst,Human Resources,15,213273.0,full_time,Master,Female,Small,2023,12
Mexico,Mexico City,Marketing Specialist,Marketing,20,74699.0,freelance,Bachelor,Other,Small,2024,6
United Arab Emirates,Dubai,Product Manager,Technology,22,370000.0,full_time,Master,Other,Medium,2025,1
Brazil,Sao Paulo,HR Analyst,Human Resources,10,89007.0,internship,Master,Female,Small,2023,7
Ireland,Dublin,Software Engineer,Technology,19,250778.0,freelance,Master,Male,Small,2022,12
India,Bangalore,Marketing Specialist,Marketing,2,38178.0,work_from_home,High School,Other,Medium,2025,10
New Zealand,Auckland,Software Engineer,Technology,16,287826.0,part_time,PhD,Male,Large,2022,4
United Kingdom,London,AI Engineer,Technology,17,304085.0,internship,High School,Male,Large,2022,5
Mexico,Mexico City,Business Analyst,Business,4,109311.0,freelance,PhD,Female,Medium,2023,5
France,Paris,Cloud Engineer,Technology,17,222128.0,internship,High School,Female,Medium,2022,7
Canada,Toronto,Data Scientist,Technology,16,336406.0,work_from_home,Master,Female,Large,2023,12
South Africa,Cape Town,UX Designer,Design,20,188035.0,part_time,Master,Male,Large,2025,12
Switzerland,Zurich,Data Scientist,Technology,2,232958.0,full_time,Bachelor,Other,Enterprise,2022,6
New Zealand,Auckland,Financial Analyst,Finance,4,134137.0,internship,Master,Other,Small,2022,5
France,Paris,Cloud Engineer,Technology,5,147575.0,part_time,High School,Male,Medium,2025,3
Netherlands,Amsterdam,Software Engineer,Technology,15,187401.0,part_time,High School,Female,Large,2024,2
Brazil,Sao Paulo,Data Analyst,Technology,7,112435.0,part_time,PhD,Male,Small,2025,2
Italy,Milan,Product Manager,Technology,13,229088.0,full_time,Bachelor,Female,Medium,2025,4
Switzerland,Zurich,Financial Analyst,Finance,8,231935.0,freelance,Bachelor,Male,Medium,2024,8
United Kingdom,London,UX Designer,Design,14,245823.0,full_time,PhD,Male,Medium,2023,8
United Arab Emirates,Dubai,Cloud Engineer,Technology,17,370000.0,freelance,PhD,Male,Large,2024,2
New Zealand,Auckland,Data Analyst,Technology,6,217548.0,part_time,PhD,Male,Enterprise,2022,1
Mexico,Mexico City,UX Designer,Design,14,98294.0,part_time,Master,Female,Small,2022,2
United Arab Emirates,Dubai,HR Analyst,Human Resources,18,171060.0,freelance,PhD,Male,Small,2025,4
Singapore,Singapore,Data Scientist,Technology,9,238794.0,work_from_home,Master,Other,Small,2024,1
Germany,Berlin,Software Engineer,Technology,16,247979.0,internship,High School,Male,Enterprise,2024,8
